,Category,sub1,sub2,Role,Exp,Range,Display Role
115,Sales & Marketing,Consumer Goods (FMCG),D2C,E-commerce_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,15+ years,80 - 180,E-commerce in Consumer Goods (FMCG)
116,Sales & Marketing,Consumer Goods (FMCG),D2C,Brand___Category_Management_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,3 - 5 years,15 - 30,Brand / Category Management in Consumer Goods (FMCG)
117,Sales & Marketing,Consumer Goods (FMCG),D2C,Brand___Category_Management_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,5 - 10 years,25 - 60,Brand / Category Management in Consumer Goods (FMCG)
118,Sales & Marketing,Consumer Goods (FMCG),D2C,Brand___Category_Management_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,10 - 15 years,70 - 120,Brand / Category Management in Consumer Goods (FMCG)
119,Sales & Marketing,Consumer Goods (FMCG),D2C,Brand___Category_Management_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,15+ years,80 - 180,Brand / Category Management in Consumer Goods (FMCG)
120,Sales & Marketing,Consumer Goods (FMCG),D2C,Digital_Marketing_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,3 - 5 years,12 - 30,Digital Marketing in Consumer Goods (FMCG)
121,Sales & Marketing,Consumer Goods (FMCG),D2C,Digital_Marketing_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,5 - 10 years,25 - 70,Digital Marketing in Consumer Goods (FMCG)
122,Sales & Marketing,Consumer Goods (FMCG),D2C,Digital_Marketing_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,10 - 15 years,40 - 120,Digital Marketing in Consumer Goods (FMCG)
123,Sales & Marketing,Industrial,Building Materials & Technologies,Sales___Channel_Management_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,3 - 5 years,10 - 20,Sales / Channel Management in Industrial
124,Sales & Marketing,Industrial,Building Materials & Technologies,Sales___Channel_Management_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,5 - 10 years,15 - 30,Sales / Channel Management in Industrial
125,Sales & Marketing,Industrial,Building Materials & Technologies,Sales___Channel_Management_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,10 - 15 years,20 - 50,Sales / Channel Management in Industrial
126,Sales & Marketing,Industrial,Building Materials & Technologies,Sales___Channel_Management_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,15 - 22 years,30 - 120,Sales / Channel Management in Industrial
127,Sales & Marketing,Industrial,Building Materials & Technologies,Sales___Channel_Management_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,22+ years,50 - 100,Sales / Channel Management in Industrial
128,Sales & Marketing,Industrial,Building Materials & Technologies,Key_Accounts___Institutional_Sales_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,3 - 5 years,08 - 18,Key Accounts / Institutional Sales in Industrial
129,Sales & Marketing,Industrial,Building Materials & Technologies,Key_Accounts___Institutional_Sales_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,5 - 10 years,15 - 30,Key Accounts / Institutional Sales in Industrial
130,Sales & Marketing,Industrial,Building Materials & Technologies,Key_Accounts___Institutional_Sales_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,10 - 15 years,30 - 90,Key Accounts / Institutional Sales in Industrial
131,Sales & Marketing,Industrial,Building Materials & Technologies,Key_Accounts___Institutional_Sales_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,15 - 22 years,40 - 100,Key Accounts / Institutional Sales in Industrial
132,Sales & Marketing,Industrial,Building Materials & Technologies,Key_Accounts___Institutional_Sales_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,22+ years,40 - 90,Key Accounts / Institutional Sales in Industrial
133,Sales & Marketing,Industrial,Building Materials & Technologies,Pre-Sales___Specifications_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,3 - 5 years,05 - 12,Pre-Sales / Specifications in Industrial
134,Sales & Marketing,Industrial,Building Materials & Technologies,Pre-Sales___Specifications_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,5 - 10 years,08 - 25,Pre-Sales / Specifications in Industrial
135,Sales & Marketing,Industrial,Building Materials & Technologies,Pre-Sales___Specifications_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,10 - 15 years,20 - 40,Pre-Sales / Specifications in Industrial
136,Sales & Marketing,Industrial,Building Materials & Technologies,Pre-Sales___Specifications_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,15 - 22 years,30 - 50,Pre-Sales / Specifications in Industrial
137,Sales & Marketing,Industrial,Building Materials & Technologies,Pre-Sales___Specifications_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,22+ years,30 - 50,Pre-Sales / Specifications in Industrial
138,Sales & Marketing,Industrial,Building Materials & Technologies,Product___Brand___Marketing_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,3 - 5 years,08 - 15,Product / Brand / Marketing in Industrial
139,Sales & Marketing,Industrial,Building Materials & Technologies,Product___Brand___Marketing_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,5 - 10 years,12 - 25,Product / Brand / Marketing in Industrial
140,Sales & Marketing,Industrial,Building Materials & Technologies,Product___Brand___Marketing_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,10 - 15 years,20 - 40,Product / Brand / Marketing in Industrial
141,Sales & Marketing,Industrial,Building Materials & Technologies,Product___Brand___Marketing_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,15 - 22 years,30 - 55,Product / Brand / Marketing in Industrial
142,Sales & Marketing,Industrial,Building Materials & Technologies,Product___Brand___Marketing_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,22+ years,30 - 60,Product / Brand / Marketing in Industrial
143,Sales & Marketing,Industrial,Engineering Goods,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Engineering_Goods,3 - 5 years,10 - 25,Sales (Candidates with pedigree) in Industrial
144,Sales & Marketing,Industrial,Engineering Goods,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Engineering_Goods,5 - 10 years,15 - 40,Sales (Candidates with pedigree) in Industrial
145,Sales & Marketing,Industrial,Engineering Goods,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Engineering_Goods,10 - 15 years,25 - 80,Sales (Candidates with pedigree) in Industrial
146,Sales & Marketing,Industrial,Engineering Goods,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Engineering_Goods,15 - 22 years,50 - 120,Sales (Candidates with pedigree) in Industrial
147,Sales & Marketing,Industrial,Engineering Goods,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Engineering_Goods,22+ years,50 - 130,Sales (Candidates with pedigree) in Industrial
148,Sales & Marketing,Industrial,Engineering Goods,Sales_(Others)_Sales_and_Marketing_Industrial_Engineering_Goods,3 - 5 years,07 - 20,Sales (Others) in Industrial
149,Sales & Marketing,Industrial,Engineering Goods,Sales_(Others)_Sales_and_Marketing_Industrial_Engineering_Goods,5 - 10 years,10 - 25,Sales (Others) in Industrial
150,Sales & Marketing,Industrial,Engineering Goods,Sales_(Others)_Sales_and_Marketing_Industrial_Engineering_Goods,10 - 15 years,20 - 50,Sales (Others) in Industrial
151,Sales & Marketing,Industrial,Engineering Goods,Sales_(Others)_Sales_and_Marketing_Industrial_Engineering_Goods,15 - 22 years,30 - 80,Sales (Others) in Industrial
152,Sales & Marketing,Industrial,Engineering Goods,Sales_(Others)_Sales_and_Marketing_Industrial_Engineering_Goods,22+ years,40 - 100,Sales (Others) in Industrial
153,Sales & Marketing,Industrial,Engineering Goods,Product_Management___Marketing_Sales_and_Marketing_Industrial_Engineering_Goods,3 - 5 years,06 - 15,Product Management / Marketing in Industrial
154,Sales & Marketing,Industrial,Engineering Goods,Product_Management___Marketing_Sales_and_Marketing_Industrial_Engineering_Goods,5 - 10 years,Oct-35,Product Management / Marketing in Industrial
155,Sales & Marketing,Industrial,Engineering Goods,Product_Management___Marketing_Sales_and_Marketing_Industrial_Engineering_Goods,10 - 15 years,18 - 50,Product Management / Marketing in Industrial
156,Sales & Marketing,Industrial,Engineering Goods,Product_Management___Marketing_Sales_and_Marketing_Industrial_Engineering_Goods,15 - 22 years,25 - 70,Product Management / Marketing in Industrial
157,Sales & Marketing,Industrial,Engineering Goods,Product_Management___Marketing_Sales_and_Marketing_Industrial_Engineering_Goods,22+ years,35 - 80,Product Management / Marketing in Industrial
158,Sales & Marketing,Industrial,Engineering Goods,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Engineering_Goods,3 - 5 years,05 - 15,Marketing Communications / PR / Corporate Affairs in Industrial
159,Sales & Marketing,Industrial,Engineering Goods,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Engineering_Goods,5 - 10 years,08 - 25,Marketing Communications / PR / Corporate Affairs in Industrial
160,Sales & Marketing,Industrial,Engineering Goods,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Engineering_Goods,10 - 15 years,15 - 45,Marketing Communications / PR / Corporate Affairs in Industrial
161,Sales & Marketing,Industrial,Engineering Goods,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Engineering_Goods,15 - 22 years,30 - 60,Marketing Communications / PR / Corporate Affairs in Industrial
162,Sales & Marketing,Industrial,Engineering Goods,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Engineering_Goods,22+ years,30 - 70,Marketing Communications / PR / Corporate Affairs in Industrial
163,Sales & Marketing,Industrial,Chemicals,Sales_(Candidates_with_pedigree)___Business_Development_Sales_and_Marketing_Industrial_Chemicals,3 - 5 years,12 - 20,Sales (Candidates with pedigree) / Business Development in Industrial
164,Sales & Marketing,Industrial,Chemicals,Sales_(Candidates_with_pedigree)___Business_Development_Sales_and_Marketing_Industrial_Chemicals,5 - 10 years,15 - 35,Sales (Candidates with pedigree) / Business Development in Industrial
165,Sales & Marketing,Industrial,Chemicals,Sales_(Candidates_with_pedigree)___Business_Development_Sales_and_Marketing_Industrial_Chemicals,10 - 15 years,25 - 60,Sales (Candidates with pedigree) / Business Development in Industrial
166,Sales & Marketing,Industrial,Chemicals,Sales_(Candidates_with_pedigree)___Business_Development_Sales_and_Marketing_Industrial_Chemicals,15 - 22 years,40 - 150,Sales (Candidates with pedigree) / Business Development in Industrial
167,Sales & Marketing,Industrial,Chemicals,Sales_(Candidates_with_pedigree)___Business_Development_Sales_and_Marketing_Industrial_Chemicals,22+ years,40 - 150,Sales (Candidates with pedigree) / Business Development in Industrial
168,Sales & Marketing,Industrial,Chemicals,Sales___Key_Account_Sales_and_Marketing_Industrial_Chemicals,3 - 5 years,06 - 15,Sales / Key Account in Industrial
169,Sales & Marketing,Industrial,Chemicals,Sales___Key_Account_Sales_and_Marketing_Industrial_Chemicals,5 - 10 years,10 - 25,Sales / Key Account in Industrial
170,Sales & Marketing,Industrial,Chemicals,Sales___Key_Account_Sales_and_Marketing_Industrial_Chemicals,10 - 15 years,20 - 50,Sales / Key Account in Industrial
171,Sales & Marketing,Industrial,Chemicals,Sales___Key_Account_Sales_and_Marketing_Industrial_Chemicals,15 - 22 years,40 - 100,Sales / Key Account in Industrial
172,Sales & Marketing,Industrial,Chemicals,Sales___Key_Account_Sales_and_Marketing_Industrial_Chemicals,22+ years,40 - 120,Sales / Key Account in Industrial
173,Sales & Marketing,Industrial,Chemicals,Brand___Product_Management_Sales_and_Marketing_Industrial_Chemicals,3 - 5 years,10 - 15,Brand / Product Management in Industrial
174,Sales & Marketing,Industrial,Chemicals,Brand___Product_Management_Sales_and_Marketing_Industrial_Chemicals,5 - 10 years,15 - 30,Brand / Product Management in Industrial
175,Sales & Marketing,Industrial,Chemicals,Brand___Product_Management_Sales_and_Marketing_Industrial_Chemicals,10 - 15 years,15 - 40,Brand / Product Management in Industrial
176,Sales & Marketing,Industrial,Chemicals,Brand___Product_Management_Sales_and_Marketing_Industrial_Chemicals,15 - 22 years,30 - 75,Brand / Product Management in Industrial
177,Sales & Marketing,Industrial,Chemicals,Brand___Product_Management_Sales_and_Marketing_Industrial_Chemicals,22+ years,30 - 75,Brand / Product Management in Industrial
178,Sales & Marketing,Industrial,Chemicals,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Chemicals,3 - 5 years,04 - 08,Marketing Communications / PR / Corporate Affairs in Industrial
179,Sales & Marketing,Industrial,Chemicals,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Chemicals,5 - 10 years,08 - 28,Marketing Communications / PR / Corporate Affairs in Industrial
180,Sales & Marketing,Industrial,Chemicals,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Chemicals,10 - 15 years,20 - 45,Marketing Communications / PR / Corporate Affairs in Industrial
181,Sales & Marketing,Industrial,Chemicals,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Chemicals,15 - 22 years,30 - 70,Marketing Communications / PR / Corporate Affairs in Industrial
182,Sales & Marketing,Industrial,Chemicals,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Chemicals,22+ years,40 - 80,Marketing Communications / PR / Corporate Affairs in Industrial
183,Sales & Marketing,Industrial,Industrial Automation,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Industrial_Automation,3 - 5 years,10 - 25,Sales (Candidates with pedigree) in Industrial
184,Sales & Marketing,Industrial,Industrial Automation,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Industrial_Automation,5 - 10 years,15 - 40,Sales (Candidates with pedigree) in Industrial
185,Sales & Marketing,Industrial,Industrial Automation,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Industrial_Automation,10 - 15 years,25 - 80,Sales (Candidates with pedigree) in Industrial
186,Sales & Marketing,Industrial,Industrial Automation,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Industrial_Automation,15 - 22 years,50 - 120,Sales (Candidates with pedigree) in Industrial
187,Sales & Marketing,Industrial,Industrial Automation,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Industrial_Automation,22+ years,50 - 130,Sales (Candidates with pedigree) in Industrial
188,Sales & Marketing,Industrial,Industrial Automation,Sales_(Others)_Sales_and_Marketing_Industrial_Industrial_Automation,3 - 5 years,07 - 20,Sales (Others) in Industrial
189,Sales & Marketing,Industrial,Industrial Automation,Sales_(Others)_Sales_and_Marketing_Industrial_Industrial_Automation,5 - 10 years,10 - 25,Sales (Others) in Industrial
190,Sales & Marketing,Industrial,Industrial Automation,Sales_(Others)_Sales_and_Marketing_Industrial_Industrial_Automation,10 - 15 years,20 - 50,Sales (Others) in Industrial
191,Sales & Marketing,Industrial,Industrial Automation,Sales_(Others)_Sales_and_Marketing_Industrial_Industrial_Automation,15 - 22 years,30 - 75,Sales (Others) in Industrial
192,Sales & Marketing,Industrial,Industrial Automation,Sales_(Others)_Sales_and_Marketing_Industrial_Industrial_Automation,22+ years,40 - 100,Sales (Others) in Industrial
193,Sales & Marketing,Industrial,Industrial Automation,Product_Management___Marketing_Sales_and_Marketing_Industrial_Industrial_Automation,3 - 5 years,06 - 15,Product Management / Marketing in Industrial
194,Sales & Marketing,Industrial,Industrial Automation,Product_Management___Marketing_Sales_and_Marketing_Industrial_Industrial_Automation,5 - 10 years,10 - 35,Product Management / Marketing in Industrial
195,Sales & Marketing,Industrial,Industrial Automation,Product_Management___Marketing_Sales_and_Marketing_Industrial_Industrial_Automation,10 - 15 years,20 - 50,Product Management / Marketing in Industrial
196,Sales & Marketing,Industrial,Industrial Automation,Product_Management___Marketing_Sales_and_Marketing_Industrial_Industrial_Automation,15 - 22 years,35 - 70,Product Management / Marketing in Industrial
197,Sales & Marketing,Industrial,Industrial Automation,Product_Management___Marketing_Sales_and_Marketing_Industrial_Industrial_Automation,22+ years,35 - 80,Product Management / Marketing in Industrial
198,Sales & Marketing,Industrial,Industrial Automation,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Industrial_Automation,3 - 5 years,05 - 15,Marketing Communications / PR / Corporate Affairs in Industrial
199,Sales & Marketing,Industrial,Industrial Automation,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Industrial_Automation,5 - 10 years,08 - 25,Marketing Communications / PR / Corporate Affairs in Industrial
200,Sales & Marketing,Industrial,Industrial Automation,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Industrial_Automation,10 - 15 years,15 - 45,Marketing Communications / PR / Corporate Affairs in Industrial
201,Sales & Marketing,Industrial,Industrial Automation,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Industrial_Automation,15 - 22 years,25 - 60,Marketing Communications / PR / Corporate Affairs in Industrial
202,Sales & Marketing,Industrial,Industrial Automation,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Industrial_Automation,22+ years,30 - 70,Marketing Communications / PR / Corporate Affairs in Industrial
203,Sales & Marketing,Industrial,Logistics,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Logistics,3 - 5 years,10 - 30,Sales (Candidates with pedigree) in Industrial
204,Sales & Marketing,Industrial,Logistics,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Logistics,5 - 10 years,15 - 45,Sales (Candidates with pedigree) in Industrial
205,Sales & Marketing,Industrial,Logistics,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Logistics,10 - 15 years,30 - 80,Sales (Candidates with pedigree) in Industrial
206,Sales & Marketing,Industrial,Logistics,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Logistics,15 - 22 years,50 - 120,Sales (Candidates with pedigree) in Industrial
207,Sales & Marketing,Industrial,Logistics,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Logistics,22+ years,50 - 150,Sales (Candidates with pedigree) in Industrial
208,Sales & Marketing,Industrial,Logistics,Sales_(Others)_Sales_and_Marketing_Industrial_Logistics,3 - 5 years,07 - 20,Sales (Others) in Industrial
209,Sales & Marketing,Industrial,Logistics,Sales_(Others)_Sales_and_Marketing_Industrial_Logistics,5 - 10 years,10 - 30,Sales (Others) in Industrial
210,Sales & Marketing,Industrial,Logistics,Sales_(Others)_Sales_and_Marketing_Industrial_Logistics,10 - 15 years,20 - 50,Sales (Others) in Industrial
211,Sales & Marketing,Industrial,Logistics,Sales_(Others)_Sales_and_Marketing_Industrial_Logistics,15 - 22 years,40 - 80,Sales (Others) in Industrial
212,Sales & Marketing,Industrial,Logistics,Sales_(Others)_Sales_and_Marketing_Industrial_Logistics,22+ years,50 - 100,Sales (Others) in Industrial
213,Sales & Marketing,Industrial,Logistics,Product_Management___Marketing_Sales_and_Marketing_Industrial_Logistics,3 - 5 years,06 - 20,Product Management / Marketing in Industrial
214,Sales & Marketing,Industrial,Logistics,Product_Management___Marketing_Sales_and_Marketing_Industrial_Logistics,5 - 10 years,10 - 35,Product Management / Marketing in Industrial
215,Sales & Marketing,Industrial,Logistics,Product_Management___Marketing_Sales_and_Marketing_Industrial_Logistics,10 - 15 years,18 - 60,Product Management / Marketing in Industrial
216,Sales & Marketing,Industrial,Logistics,Product_Management___Marketing_Sales_and_Marketing_Industrial_Logistics,15 - 22 years,40 - 80,Product Management / Marketing in Industrial
217,Sales & Marketing,Industrial,Logistics,Product_Management___Marketing_Sales_and_Marketing_Industrial_Logistics,22+ years,45 - 110,Product Management / Marketing in Industrial
218,Sales & Marketing,Industrial,Logistics,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Logistics,3 - 5 years,05 - 15,Marketing Communications / PR / Corporate Affairs in Industrial
219,Sales & Marketing,Industrial,Logistics,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Logistics,5 - 10 years,10 - 30,Marketing Communications / PR / Corporate Affairs in Industrial
220,Sales & Marketing,Industrial,Logistics,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Logistics,10 - 15 years,15 - 45,Marketing Communications / PR / Corporate Affairs in Industrial
221,Sales & Marketing,Industrial,Logistics,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Logistics,15 - 22 years,30 - 70,Marketing Communications / PR / Corporate Affairs in Industrial
222,Sales & Marketing,Industrial,Logistics,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Logistics,22+ years,35 - 75,Marketing Communications / PR / Corporate Affairs in Industrial
223,Sales & Marketing,Industrial,Energy,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Energy,3 - 5 years,10 - 30,Sales (Candidates with pedigree) in Industrial
224,Sales & Marketing,Industrial,Energy,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Energy,5 - 10 years,15 - 45,Sales (Candidates with pedigree) in Industrial
225,Sales & Marketing,Industrial,Energy,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Energy,10 - 15 years,30 - 80,Sales (Candidates with pedigree) in Industrial
226,Sales & Marketing,Industrial,Energy,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Energy,15 - 22 years,50 - 120,Sales (Candidates with pedigree) in Industrial
227,Sales & Marketing,Industrial,Energy,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Energy,22+ years,50 - 150,Sales (Candidates with pedigree) in Industrial
228,Sales & Marketing,Industrial,Energy,Sales_(Others)_Sales_and_Marketing_Industrial_Energy,3 - 5 years,07 - 20,Sales (Others) in Industrial
229,Sales & Marketing,Industrial,Energy,Sales_(Others)_Sales_and_Marketing_Industrial_Energy,5 - 10 years,10 - 30,Sales (Others) in Industrial
230,Sales & Marketing,Industrial,Energy,Sales_(Others)_Sales_and_Marketing_Industrial_Energy,10 - 15 years,20 - 50,Sales (Others) in Industrial
231,Sales & Marketing,Industrial,Energy,Sales_(Others)_Sales_and_Marketing_Industrial_Energy,15 - 22 years,40 - 80,Sales (Others) in Industrial
232,Sales & Marketing,Industrial,Energy,Sales_(Others)_Sales_and_Marketing_Industrial_Energy,22+ years,40 - 100,Sales (Others) in Industrial
233,Sales & Marketing,Industrial,Energy,Product_Management___Marketing_Sales_and_Marketing_Industrial_Energy,3 - 5 years,06 - 20,Product Management / Marketing in Industrial
234,Sales & Marketing,Industrial,Energy,Product_Management___Marketing_Sales_and_Marketing_Industrial_Energy,5 - 10 years,10 - 35,Product Management / Marketing in Industrial
235,Sales & Marketing,Industrial,Energy,Product_Management___Marketing_Sales_and_Marketing_Industrial_Energy,10 - 15 years,18 - 50,Product Management / Marketing in Industrial
236,Sales & Marketing,Industrial,Energy,Product_Management___Marketing_Sales_and_Marketing_Industrial_Energy,15 - 22 years,35 - 75,Product Management / Marketing in Industrial
237,Sales & Marketing,Industrial,Energy,Product_Management___Marketing_Sales_and_Marketing_Industrial_Energy,22+ years,40 - 85,Product Management / Marketing in Industrial
238,Sales & Marketing,Industrial,Energy,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Energy,3 - 5 years,05 - 15,Marketing Communications / PR / Corporate Affairs in Industrial
239,Sales & Marketing,Industrial,Energy,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Energy,5 - 10 years,10 - 30,Marketing Communications / PR / Corporate Affairs in Industrial
240,Sales & Marketing,Industrial,Energy,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Energy,10 - 15 years,15 - 45,Marketing Communications / PR / Corporate Affairs in Industrial
241,Sales & Marketing,Industrial,Energy,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Energy,15 - 22 years,30 - 70,Marketing Communications / PR / Corporate Affairs in Industrial
242,Sales & Marketing,Industrial,Energy,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Energy,22+ years,35 - 75,Marketing Communications / PR / Corporate Affairs in Industrial
243,Sales & Marketing,Technology,Consumer Tech,Digital_Sales___Media_Sales___Partnerships_Sales_and_Marketing_Technology_Consumer_Tech,3 - 5 years,14 - 20,Digital Sales / Media Sales / Partnerships in Technology
244,Sales & Marketing,Technology,Consumer Tech,Digital_Sales___Media_Sales___Partnerships_Sales_and_Marketing_Technology_Consumer_Tech,5 - 10 years,20 - 35,Digital Sales / Media Sales / Partnerships in Technology
245,Sales & Marketing,Technology,Consumer Tech,Digital_Sales___Media_Sales___Partnerships_Sales_and_Marketing_Technology_Consumer_Tech,10 - 15 years,40 - 75,Digital Sales / Media Sales / Partnerships in Technology
246,Sales & Marketing,Technology,Consumer Tech,Digital_Sales___Media_Sales___Partnerships_Sales_and_Marketing_Technology_Consumer_Tech,15 - 22 years,65 - 100,Digital Sales / Media Sales / Partnerships in Technology
247,Sales & Marketing,Technology,Consumer Tech,Digital_Sales___Media_Sales___Partnerships_Sales_and_Marketing_Technology_Consumer_Tech,22+ years,100 - 200,Digital Sales / Media Sales / Partnerships in Technology
248,Sales & Marketing,Technology,Consumer Tech,Brand_Marketing_Sales_and_Marketing_Technology_Consumer_Tech,3 - 5 years,20 - 40,Brand Marketing in Technology
249,Sales & Marketing,Technology,Consumer Tech,Brand_Marketing_Sales_and_Marketing_Technology_Consumer_Tech,5 - 10 years,35 - 60,Brand Marketing in Technology
250,Sales & Marketing,Technology,Consumer Tech,Brand_Marketing_Sales_and_Marketing_Technology_Consumer_Tech,10 - 15 years,50 - 100,Brand Marketing in Technology
251,Sales & Marketing,Technology,Consumer Tech,Brand_Marketing_Sales_and_Marketing_Technology_Consumer_Tech,15 - 22 years,80 - 150,Brand Marketing in Technology
252,Sales & Marketing,Technology,Consumer Tech,Brand_Marketing_Sales_and_Marketing_Technology_Consumer_Tech,22+ years,120 - 180,Brand Marketing in Technology
253,Sales & Marketing,Technology,Consumer Tech,Growth___Performance_Marketing___CGO_Sales_and_Marketing_Technology_Consumer_Tech,3 - 5 years,15 - 35,Growth / Performance Marketing / CGO in Technology
254,Sales & Marketing,Technology,Consumer Tech,Growth___Performance_Marketing___CGO_Sales_and_Marketing_Technology_Consumer_Tech,5 - 10 years,35 - 80,Growth / Performance Marketing / CGO in Technology
255,Sales & Marketing,Technology,Consumer Tech,Growth___Performance_Marketing___CGO_Sales_and_Marketing_Technology_Consumer_Tech,10 - 15 years,80 - 120,Growth / Performance Marketing / CGO in Technology
256,Sales & Marketing,Technology,Consumer Tech,Growth___Performance_Marketing___CGO_Sales_and_Marketing_Technology_Consumer_Tech,15 - 22 years,120 - 160,Growth / Performance Marketing / CGO in Technology
257,Sales & Marketing,Technology,Consumer Tech,Growth___Performance_Marketing___CGO_Sales_and_Marketing_Technology_Consumer_Tech,22+ years,160 - 200,Growth / Performance Marketing / CGO in Technology
258,Sales & Marketing,Technology,Consumer Tech,Marketing_(Digital_and_Offline)___CMO_Sales_and_Marketing_Technology_Consumer_Tech,3 - 5 years,20 - 35,Marketing (Digital & Offline) / CMO in Technology
259,Sales & Marketing,Technology,Consumer Tech,Marketing_(Digital_and_Offline)___CMO_Sales_and_Marketing_Technology_Consumer_Tech,5 - 10 years,30 - 80,Marketing (Digital & Offline) / CMO in Technology
260,Sales & Marketing,Technology,Consumer Tech,Marketing_(Digital_and_Offline)___CMO_Sales_and_Marketing_Technology_Consumer_Tech,10 - 15 years,60 - 120,Marketing (Digital & Offline) / CMO in Technology
261,Sales & Marketing,Technology,Consumer Tech,Marketing_(Digital_and_Offline)___CMO_Sales_and_Marketing_Technology_Consumer_Tech,15 - 22 years,80 - 180,Marketing (Digital & Offline) / CMO in Technology
