,Category,sub1,sub2,Role,Exp,Range,Display Role
105,Sales & Marketing,Consumer Goods (FMCG),Retail,Digital_Marketing_Sales_and_Marketing_Consumer_Goods_(FMCG)_Retail,3 - 5 years,16 - 24,Digital Marketing in Consumer Goods (FMCG)-Retail
106,Sales & Marketing,Consumer Goods (FMCG),Retail,Digital_Marketing_Sales_and_Marketing_Consumer_Goods_(FMCG)_Retail,5 - 10 years,30 - 60,Digital Marketing in Consumer Goods (FMCG)-Retail
107,Sales & Marketing,Consumer Goods (FMCG),Retail,Digital_Marketing_Sales_and_Marketing_Consumer_Goods_(FMCG)_Retail,10 - 15 years,50 - 100,Digital Marketing in Consumer Goods (FMCG)-Retail
108,Sales & Marketing,Consumer Goods (FMCG),D2C,Sales___Channel_Management_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,3 - 5 years,12 - 30,Sales / Channel Management in Consumer Goods (FMCG)-D2C
109,Sales & Marketing,Consumer Goods (FMCG),D2C,Sales___Channel_Management_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,5 - 10 years,25 - 70,Sales / Channel Management in Consumer Goods (FMCG)-D2C
110,Sales & Marketing,Consumer Goods (FMCG),D2C,Sales___Channel_Management_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,10 - 15 years,60 - 120,Sales / Channel Management in Consumer Goods (FMCG)-D2C
111,Sales & Marketing,Consumer Goods (FMCG),D2C,Sales___Channel_Management_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,15+ years,80 - 180,Sales / Channel Management in Consumer Goods (FMCG)-D2C
112,Sales & Marketing,Consumer Goods (FMCG),D2C,E-commerce_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,3 - 5 years,12 - 30,E-commerce in Consumer Goods (FMCG)-D2C
113,Sales & Marketing,Consumer Goods (FMCG),D2C,E-commerce_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,5 - 10 years,30 - 70,E-commerce in Consumer Goods (FMCG)-D2C
114,Sales & Marketing,Consumer Goods (FMCG),D2C,E-commerce_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,10 - 15 years,60 - 120,E-commerce in Consumer Goods (FMCG)-D2C
115,Sales & Marketing,Consumer Goods (FMCG),D2C,E-commerce_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,15+ years,80 - 180,E-commerce in Consumer Goods (FMCG)-D2C
116,Sales & Marketing,Consumer Goods (FMCG),D2C,Brand___Category_Management_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,3 - 5 years,15 - 30,Brand / Category Management in Consumer Goods (FMCG)-D2C
117,Sales & Marketing,Consumer Goods (FMCG),D2C,Brand___Category_Management_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,5 - 10 years,25 - 60,Brand / Category Management in Consumer Goods (FMCG)-D2C
118,Sales & Marketing,Consumer Goods (FMCG),D2C,Brand___Category_Management_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,10 - 15 years,70 - 120,Brand / Category Management in Consumer Goods (FMCG)-D2C
119,Sales & Marketing,Consumer Goods (FMCG),D2C,Brand___Category_Management_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,15+ years,80 - 180,Brand / Category Management in Consumer Goods (FMCG)-D2C
120,Sales & Marketing,Consumer Goods (FMCG),D2C,Digital_Marketing_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,3 - 5 years,12 - 30,Digital Marketing in Consumer Goods (FMCG)-D2C
121,Sales & Marketing,Consumer Goods (FMCG),D2C,Digital_Marketing_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,5 - 10 years,25 - 70,Digital Marketing in Consumer Goods (FMCG)-D2C
122,Sales & Marketing,Consumer Goods (FMCG),D2C,Digital_Marketing_Sales_and_Marketing_Consumer_Goods_(FMCG)_D2C,10 - 15 years,40 - 120,Digital Marketing in Consumer Goods (FMCG)-D2C
123,Sales & Marketing,Industrial,Building Materials & Technologies,Sales___Channel_Management_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,3 - 5 years,10 - 20,Sales / Channel Management in Industrial-Building Materials & Technologies
124,Sales & Marketing,Industrial,Building Materials & Technologies,Sales___Channel_Management_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,5 - 10 years,15 - 30,Sales / Channel Management in Industrial-Building Materials & Technologies
125,Sales & Marketing,Industrial,Building Materials & Technologies,Sales___Channel_Management_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,10 - 15 years,20 - 50,Sales / Channel Management in Industrial-Building Materials & Technologies
126,Sales & Marketing,Industrial,Building Materials & Technologies,Sales___Channel_Management_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,15 - 22 years,30 - 120,Sales / Channel Management in Industrial-Building Materials & Technologies
127,Sales & Marketing,Industrial,Building Materials & Technologies,Sales___Channel_Management_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,22+ years,50 - 100,Sales / Channel Management in Industrial-Building Materials & Technologies
128,Sales & Marketing,Industrial,Building Materials & Technologies,Key_Accounts___Institutional_Sales_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,3 - 5 years,08 - 18,Key Accounts / Institutional Sales in Industrial-Building Materials & Technologies
129,Sales & Marketing,Industrial,Building Materials & Technologies,Key_Accounts___Institutional_Sales_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,5 - 10 years,15 - 30,Key Accounts / Institutional Sales in Industrial-Building Materials & Technologies
130,Sales & Marketing,Industrial,Building Materials & Technologies,Key_Accounts___Institutional_Sales_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,10 - 15 years,30 - 90,Key Accounts / Institutional Sales in Industrial-Building Materials & Technologies
131,Sales & Marketing,Industrial,Building Materials & Technologies,Key_Accounts___Institutional_Sales_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,15 - 22 years,40 - 100,Key Accounts / Institutional Sales in Industrial-Building Materials & Technologies
132,Sales & Marketing,Industrial,Building Materials & Technologies,Key_Accounts___Institutional_Sales_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,22+ years,40 - 90,Key Accounts / Institutional Sales in Industrial-Building Materials & Technologies
133,Sales & Marketing,Industrial,Building Materials & Technologies,Pre-Sales___Specifications_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,3 - 5 years,05 - 12,Pre-Sales / Specifications in Industrial-Building Materials & Technologies
134,Sales & Marketing,Industrial,Building Materials & Technologies,Pre-Sales___Specifications_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,5 - 10 years,08 - 25,Pre-Sales / Specifications in Industrial-Building Materials & Technologies
135,Sales & Marketing,Industrial,Building Materials & Technologies,Pre-Sales___Specifications_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,10 - 15 years,20 - 40,Pre-Sales / Specifications in Industrial-Building Materials & Technologies
136,Sales & Marketing,Industrial,Building Materials & Technologies,Pre-Sales___Specifications_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,15 - 22 years,30 - 50,Pre-Sales / Specifications in Industrial-Building Materials & Technologies
137,Sales & Marketing,Industrial,Building Materials & Technologies,Pre-Sales___Specifications_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,22+ years,30 - 50,Pre-Sales / Specifications in Industrial-Building Materials & Technologies
138,Sales & Marketing,Industrial,Building Materials & Technologies,Product___Brand___Marketing_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,3 - 5 years,08 - 15,Product / Brand / Marketing in Industrial-Building Materials & Technologies
139,Sales & Marketing,Industrial,Building Materials & Technologies,Product___Brand___Marketing_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,5 - 10 years,12 - 25,Product / Brand / Marketing in Industrial-Building Materials & Technologies
140,Sales & Marketing,Industrial,Building Materials & Technologies,Product___Brand___Marketing_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,10 - 15 years,20 - 40,Product / Brand / Marketing in Industrial-Building Materials & Technologies
141,Sales & Marketing,Industrial,Building Materials & Technologies,Product___Brand___Marketing_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,15 - 22 years,30 - 55,Product / Brand / Marketing in Industrial-Building Materials & Technologies
142,Sales & Marketing,Industrial,Building Materials & Technologies,Product___Brand___Marketing_Sales_and_Marketing_Industrial_Building_Materials_and_Technologies,22+ years,30 - 60,Product / Brand / Marketing in Industrial-Building Materials & Technologies
143,Sales & Marketing,Industrial,Engineering Goods,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Engineering_Goods,3 - 5 years,10 - 25,Sales (Candidates with pedigree) in Industrial-Engineering Goods
144,Sales & Marketing,Industrial,Engineering Goods,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Engineering_Goods,5 - 10 years,15 - 40,Sales (Candidates with pedigree) in Industrial-Engineering Goods
145,Sales & Marketing,Industrial,Engineering Goods,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Engineering_Goods,10 - 15 years,25 - 80,Sales (Candidates with pedigree) in Industrial-Engineering Goods
146,Sales & Marketing,Industrial,Engineering Goods,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Engineering_Goods,15 - 22 years,50 - 120,Sales (Candidates with pedigree) in Industrial-Engineering Goods
147,Sales & Marketing,Industrial,Engineering Goods,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Engineering_Goods,22+ years,50 - 130,Sales (Candidates with pedigree) in Industrial-Engineering Goods
148,Sales & Marketing,Industrial,Engineering Goods,Sales_(Others)_Sales_and_Marketing_Industrial_Engineering_Goods,3 - 5 years,07 - 20,Sales (Others) in Industrial-Engineering Goods
149,Sales & Marketing,Industrial,Engineering Goods,Sales_(Others)_Sales_and_Marketing_Industrial_Engineering_Goods,5 - 10 years,10 - 25,Sales (Others) in Industrial-Engineering Goods
150,Sales & Marketing,Industrial,Engineering Goods,Sales_(Others)_Sales_and_Marketing_Industrial_Engineering_Goods,10 - 15 years,20 - 50,Sales (Others) in Industrial-Engineering Goods
151,Sales & Marketing,Industrial,Engineering Goods,Sales_(Others)_Sales_and_Marketing_Industrial_Engineering_Goods,15 - 22 years,30 - 80,Sales (Others) in Industrial-Engineering Goods
152,Sales & Marketing,Industrial,Engineering Goods,Sales_(Others)_Sales_and_Marketing_Industrial_Engineering_Goods,22+ years,40 - 100,Sales (Others) in Industrial-Engineering Goods
153,Sales & Marketing,Industrial,Engineering Goods,Product_Management___Marketing_Sales_and_Marketing_Industrial_Engineering_Goods,3 - 5 years,06 - 15,Product Management / Marketing in Industrial-Engineering Goods
154,Sales & Marketing,Industrial,Engineering Goods,Product_Management___Marketing_Sales_and_Marketing_Industrial_Engineering_Goods,5 - 10 years,Oct-35,Product Management / Marketing in Industrial-Engineering Goods
155,Sales & Marketing,Industrial,Engineering Goods,Product_Management___Marketing_Sales_and_Marketing_Industrial_Engineering_Goods,10 - 15 years,18 - 50,Product Management / Marketing in Industrial-Engineering Goods
156,Sales & Marketing,Industrial,Engineering Goods,Product_Management___Marketing_Sales_and_Marketing_Industrial_Engineering_Goods,15 - 22 years,25 - 70,Product Management / Marketing in Industrial-Engineering Goods
157,Sales & Marketing,Industrial,Engineering Goods,Product_Management___Marketing_Sales_and_Marketing_Industrial_Engineering_Goods,22+ years,35 - 80,Product Management / Marketing in Industrial-Engineering Goods
158,Sales & Marketing,Industrial,Engineering Goods,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Engineering_Goods,3 - 5 years,05 - 15,Marketing Communications / PR / Corporate Affairs in Industrial-Engineering Goods
159,Sales & Marketing,Industrial,Engineering Goods,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Engineering_Goods,5 - 10 years,08 - 25,Marketing Communications / PR / Corporate Affairs in Industrial-Engineering Goods
160,Sales & Marketing,Industrial,Engineering Goods,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Engineering_Goods,10 - 15 years,15 - 45,Marketing Communications / PR / Corporate Affairs in Industrial-Engineering Goods
161,Sales & Marketing,Industrial,Engineering Goods,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Engineering_Goods,15 - 22 years,30 - 60,Marketing Communications / PR / Corporate Affairs in Industrial-Engineering Goods
162,Sales & Marketing,Industrial,Engineering Goods,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Engineering_Goods,22+ years,30 - 70,Marketing Communications / PR / Corporate Affairs in Industrial-Engineering Goods
163,Sales & Marketing,Industrial,Chemicals,Sales_(Candidates_with_pedigree)___Business_Development_Sales_and_Marketing_Industrial_Chemicals,3 - 5 years,12 - 20,Sales (Candidates with pedigree) / Business Development in Industrial-Chemicals
164,Sales & Marketing,Industrial,Chemicals,Sales_(Candidates_with_pedigree)___Business_Development_Sales_and_Marketing_Industrial_Chemicals,5 - 10 years,15 - 35,Sales (Candidates with pedigree) / Business Development in Industrial-Chemicals
165,Sales & Marketing,Industrial,Chemicals,Sales_(Candidates_with_pedigree)___Business_Development_Sales_and_Marketing_Industrial_Chemicals,10 - 15 years,25 - 60,Sales (Candidates with pedigree) / Business Development in Industrial-Chemicals
166,Sales & Marketing,Industrial,Chemicals,Sales_(Candidates_with_pedigree)___Business_Development_Sales_and_Marketing_Industrial_Chemicals,15 - 22 years,40 - 150,Sales (Candidates with pedigree) / Business Development in Industrial-Chemicals
167,Sales & Marketing,Industrial,Chemicals,Sales_(Candidates_with_pedigree)___Business_Development_Sales_and_Marketing_Industrial_Chemicals,22+ years,40 - 150,Sales (Candidates with pedigree) / Business Development in Industrial-Chemicals
168,Sales & Marketing,Industrial,Chemicals,Sales___Key_Account_Sales_and_Marketing_Industrial_Chemicals,3 - 5 years,06 - 15,Sales / Key Account in Industrial-Chemicals
169,Sales & Marketing,Industrial,Chemicals,Sales___Key_Account_Sales_and_Marketing_Industrial_Chemicals,5 - 10 years,10 - 25,Sales / Key Account in Industrial-Chemicals
170,Sales & Marketing,Industrial,Chemicals,Sales___Key_Account_Sales_and_Marketing_Industrial_Chemicals,10 - 15 years,20 - 50,Sales / Key Account in Industrial-Chemicals
171,Sales & Marketing,Industrial,Chemicals,Sales___Key_Account_Sales_and_Marketing_Industrial_Chemicals,15 - 22 years,40 - 100,Sales / Key Account in Industrial-Chemicals
172,Sales & Marketing,Industrial,Chemicals,Sales___Key_Account_Sales_and_Marketing_Industrial_Chemicals,22+ years,40 - 120,Sales / Key Account in Industrial-Chemicals
173,Sales & Marketing,Industrial,Chemicals,Brand___Product_Management_Sales_and_Marketing_Industrial_Chemicals,3 - 5 years,10 - 15,Brand / Product Management in Industrial-Chemicals
174,Sales & Marketing,Industrial,Chemicals,Brand___Product_Management_Sales_and_Marketing_Industrial_Chemicals,5 - 10 years,15 - 30,Brand / Product Management in Industrial-Chemicals
175,Sales & Marketing,Industrial,Chemicals,Brand___Product_Management_Sales_and_Marketing_Industrial_Chemicals,10 - 15 years,15 - 40,Brand / Product Management in Industrial-Chemicals
176,Sales & Marketing,Industrial,Chemicals,Brand___Product_Management_Sales_and_Marketing_Industrial_Chemicals,15 - 22 years,30 - 75,Brand / Product Management in Industrial-Chemicals
177,Sales & Marketing,Industrial,Chemicals,Brand___Product_Management_Sales_and_Marketing_Industrial_Chemicals,22+ years,30 - 75,Brand / Product Management in Industrial-Chemicals
178,Sales & Marketing,Industrial,Chemicals,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Chemicals,3 - 5 years,04 - 08,Marketing Communications / PR / Corporate Affairs in Industrial-Chemicals
179,Sales & Marketing,Industrial,Chemicals,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Chemicals,5 - 10 years,08 - 28,Marketing Communications / PR / Corporate Affairs in Industrial-Chemicals
180,Sales & Marketing,Industrial,Chemicals,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Chemicals,10 - 15 years,20 - 45,Marketing Communications / PR / Corporate Affairs in Industrial-Chemicals
181,Sales & Marketing,Industrial,Chemicals,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Chemicals,15 - 22 years,30 - 70,Marketing Communications / PR / Corporate Affairs in Industrial-Chemicals
182,Sales & Marketing,Industrial,Chemicals,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Chemicals,22+ years,40 - 80,Marketing Communications / PR / Corporate Affairs in Industrial-Chemicals
183,Sales & Marketing,Industrial,Industrial Automation,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Industrial_Automation,3 - 5 years,10 - 25,Sales (Candidates with pedigree) in Industrial-Industrial Automation
184,Sales & Marketing,Industrial,Industrial Automation,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Industrial_Automation,5 - 10 years,15 - 40,Sales (Candidates with pedigree) in Industrial-Industrial Automation
185,Sales & Marketing,Industrial,Industrial Automation,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Industrial_Automation,10 - 15 years,25 - 80,Sales (Candidates with pedigree) in Industrial-Industrial Automation
186,Sales & Marketing,Industrial,Industrial Automation,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Industrial_Automation,15 - 22 years,50 - 120,Sales (Candidates with pedigree) in Industrial-Industrial Automation
187,Sales & Marketing,Industrial,Industrial Automation,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Industrial_Automation,22+ years,50 - 130,Sales (Candidates with pedigree) in Industrial-Industrial Automation
188,Sales & Marketing,Industrial,Industrial Automation,Sales_(Others)_Sales_and_Marketing_Industrial_Industrial_Automation,3 - 5 years,07 - 20,Sales (Others) in Industrial-Industrial Automation
189,Sales & Marketing,Industrial,Industrial Automation,Sales_(Others)_Sales_and_Marketing_Industrial_Industrial_Automation,5 - 10 years,10 - 25,Sales (Others) in Industrial-Industrial Automation
190,Sales & Marketing,Industrial,Industrial Automation,Sales_(Others)_Sales_and_Marketing_Industrial_Industrial_Automation,10 - 15 years,20 - 50,Sales (Others) in Industrial-Industrial Automation
191,Sales & Marketing,Industrial,Industrial Automation,Sales_(Others)_Sales_and_Marketing_Industrial_Industrial_Automation,15 - 22 years,30 - 75,Sales (Others) in Industrial-Industrial Automation
192,Sales & Marketing,Industrial,Industrial Automation,Sales_(Others)_Sales_and_Marketing_Industrial_Industrial_Automation,22+ years,40 - 100,Sales (Others) in Industrial-Industrial Automation
193,Sales & Marketing,Industrial,Industrial Automation,Product_Management___Marketing_Sales_and_Marketing_Industrial_Industrial_Automation,3 - 5 years,06 - 15,Product Management / Marketing in Industrial-Industrial Automation
194,Sales & Marketing,Industrial,Industrial Automation,Product_Management___Marketing_Sales_and_Marketing_Industrial_Industrial_Automation,5 - 10 years,10 - 35,Product Management / Marketing in Industrial-Industrial Automation
195,Sales & Marketing,Industrial,Industrial Automation,Product_Management___Marketing_Sales_and_Marketing_Industrial_Industrial_Automation,10 - 15 years,20 - 50,Product Management / Marketing in Industrial-Industrial Automation
196,Sales & Marketing,Industrial,Industrial Automation,Product_Management___Marketing_Sales_and_Marketing_Industrial_Industrial_Automation,15 - 22 years,35 - 70,Product Management / Marketing in Industrial-Industrial Automation
197,Sales & Marketing,Industrial,Industrial Automation,Product_Management___Marketing_Sales_and_Marketing_Industrial_Industrial_Automation,22+ years,35 - 80,Product Management / Marketing in Industrial-Industrial Automation
198,Sales & Marketing,Industrial,Industrial Automation,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Industrial_Automation,3 - 5 years,05 - 15,Marketing Communications / PR / Corporate Affairs in Industrial-Industrial Automation
199,Sales & Marketing,Industrial,Industrial Automation,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Industrial_Automation,5 - 10 years,08 - 25,Marketing Communications / PR / Corporate Affairs in Industrial-Industrial Automation
200,Sales & Marketing,Industrial,Industrial Automation,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Industrial_Automation,10 - 15 years,15 - 45,Marketing Communications / PR / Corporate Affairs in Industrial-Industrial Automation
201,Sales & Marketing,Industrial,Industrial Automation,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Industrial_Automation,15 - 22 years,25 - 60,Marketing Communications / PR / Corporate Affairs in Industrial-Industrial Automation
202,Sales & Marketing,Industrial,Industrial Automation,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Industrial_Automation,22+ years,30 - 70,Marketing Communications / PR / Corporate Affairs in Industrial-Industrial Automation
203,Sales & Marketing,Industrial,Logistics,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Logistics,3 - 5 years,10 - 30,Sales (Candidates with pedigree) in Industrial-Logistics
204,Sales & Marketing,Industrial,Logistics,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Logistics,5 - 10 years,15 - 45,Sales (Candidates with pedigree) in Industrial-Logistics
205,Sales & Marketing,Industrial,Logistics,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Logistics,10 - 15 years,30 - 80,Sales (Candidates with pedigree) in Industrial-Logistics
206,Sales & Marketing,Industrial,Logistics,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Logistics,15 - 22 years,50 - 120,Sales (Candidates with pedigree) in Industrial-Logistics
207,Sales & Marketing,Industrial,Logistics,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Logistics,22+ years,50 - 150,Sales (Candidates with pedigree) in Industrial-Logistics
208,Sales & Marketing,Industrial,Logistics,Sales_(Others)_Sales_and_Marketing_Industrial_Logistics,3 - 5 years,07 - 20,Sales (Others) in Industrial-Logistics
209,Sales & Marketing,Industrial,Logistics,Sales_(Others)_Sales_and_Marketing_Industrial_Logistics,5 - 10 years,10 - 30,Sales (Others) in Industrial-Logistics
210,Sales & Marketing,Industrial,Logistics,Sales_(Others)_Sales_and_Marketing_Industrial_Logistics,10 - 15 years,20 - 50,Sales (Others) in Industrial-Logistics
211,Sales & Marketing,Industrial,Logistics,Sales_(Others)_Sales_and_Marketing_Industrial_Logistics,15 - 22 years,40 - 80,Sales (Others) in Industrial-Logistics
212,Sales & Marketing,Industrial,Logistics,Sales_(Others)_Sales_and_Marketing_Industrial_Logistics,22+ years,50 - 100,Sales (Others) in Industrial-Logistics
213,Sales & Marketing,Industrial,Logistics,Product_Management___Marketing_Sales_and_Marketing_Industrial_Logistics,3 - 5 years,06 - 20,Product Management / Marketing in Industrial-Logistics
214,Sales & Marketing,Industrial,Logistics,Product_Management___Marketing_Sales_and_Marketing_Industrial_Logistics,5 - 10 years,10 - 35,Product Management / Marketing in Industrial-Logistics
215,Sales & Marketing,Industrial,Logistics,Product_Management___Marketing_Sales_and_Marketing_Industrial_Logistics,10 - 15 years,18 - 60,Product Management / Marketing in Industrial-Logistics
216,Sales & Marketing,Industrial,Logistics,Product_Management___Marketing_Sales_and_Marketing_Industrial_Logistics,15 - 22 years,40 - 80,Product Management / Marketing in Industrial-Logistics
217,Sales & Marketing,Industrial,Logistics,Product_Management___Marketing_Sales_and_Marketing_Industrial_Logistics,22+ years,45 - 110,Product Management / Marketing in Industrial-Logistics
218,Sales & Marketing,Industrial,Logistics,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Logistics,3 - 5 years,05 - 15,Marketing Communications / PR / Corporate Affairs in Industrial-Logistics
219,Sales & Marketing,Industrial,Logistics,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Logistics,5 - 10 years,10 - 30,Marketing Communications / PR / Corporate Affairs in Industrial-Logistics
220,Sales & Marketing,Industrial,Logistics,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Logistics,10 - 15 years,15 - 45,Marketing Communications / PR / Corporate Affairs in Industrial-Logistics
221,Sales & Marketing,Industrial,Logistics,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Logistics,15 - 22 years,30 - 70,Marketing Communications / PR / Corporate Affairs in Industrial-Logistics
222,Sales & Marketing,Industrial,Logistics,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Logistics,22+ years,35 - 75,Marketing Communications / PR / Corporate Affairs in Industrial-Logistics
223,Sales & Marketing,Industrial,Energy,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Energy,3 - 5 years,10 - 30,Sales (Candidates with pedigree) in Industrial-Energy
224,Sales & Marketing,Industrial,Energy,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Energy,5 - 10 years,15 - 45,Sales (Candidates with pedigree) in Industrial-Energy
225,Sales & Marketing,Industrial,Energy,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Energy,10 - 15 years,30 - 80,Sales (Candidates with pedigree) in Industrial-Energy
226,Sales & Marketing,Industrial,Energy,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Energy,15 - 22 years,50 - 120,Sales (Candidates with pedigree) in Industrial-Energy
227,Sales & Marketing,Industrial,Energy,Sales_(Candidates_with_pedigree)_Sales_and_Marketing_Industrial_Energy,22+ years,50 - 150,Sales (Candidates with pedigree) in Industrial-Energy
228,Sales & Marketing,Industrial,Energy,Sales_(Others)_Sales_and_Marketing_Industrial_Energy,3 - 5 years,07 - 20,Sales (Others) in Industrial-Energy
229,Sales & Marketing,Industrial,Energy,Sales_(Others)_Sales_and_Marketing_Industrial_Energy,5 - 10 years,10 - 30,Sales (Others) in Industrial-Energy
230,Sales & Marketing,Industrial,Energy,Sales_(Others)_Sales_and_Marketing_Industrial_Energy,10 - 15 years,20 - 50,Sales (Others) in Industrial-Energy
231,Sales & Marketing,Industrial,Energy,Sales_(Others)_Sales_and_Marketing_Industrial_Energy,15 - 22 years,40 - 80,Sales (Others) in Industrial-Energy
232,Sales & Marketing,Industrial,Energy,Sales_(Others)_Sales_and_Marketing_Industrial_Energy,22+ years,40 - 100,Sales (Others) in Industrial-Energy
233,Sales & Marketing,Industrial,Energy,Product_Management___Marketing_Sales_and_Marketing_Industrial_Energy,3 - 5 years,06 - 20,Product Management / Marketing in Industrial-Energy
234,Sales & Marketing,Industrial,Energy,Product_Management___Marketing_Sales_and_Marketing_Industrial_Energy,5 - 10 years,10 - 35,Product Management / Marketing in Industrial-Energy
235,Sales & Marketing,Industrial,Energy,Product_Management___Marketing_Sales_and_Marketing_Industrial_Energy,10 - 15 years,18 - 50,Product Management / Marketing in Industrial-Energy
236,Sales & Marketing,Industrial,Energy,Product_Management___Marketing_Sales_and_Marketing_Industrial_Energy,15 - 22 years,35 - 75,Product Management / Marketing in Industrial-Energy
237,Sales & Marketing,Industrial,Energy,Product_Management___Marketing_Sales_and_Marketing_Industrial_Energy,22+ years,40 - 85,Product Management / Marketing in Industrial-Energy
238,Sales & Marketing,Industrial,Energy,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Energy,3 - 5 years,05 - 15,Marketing Communications / PR / Corporate Affairs in Industrial-Energy
239,Sales & Marketing,Industrial,Energy,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Energy,5 - 10 years,10 - 30,Marketing Communications / PR / Corporate Affairs in Industrial-Energy
240,Sales & Marketing,Industrial,Energy,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Energy,10 - 15 years,15 - 45,Marketing Communications / PR / Corporate Affairs in Industrial-Energy
241,Sales & Marketing,Industrial,Energy,Marketing_Communications___PR___Corporate_Affairs_Sales_and_Marketing_Industrial_Energy,15 - 22 years,30 - 70,Marketing Communications / PR / Corporate Affairs in Industrial-Energy
